1.097112999999999872e+01,1.096980000000002065e+01,5.068089999999999955e-06,1.096440000000001191e+01,5.068089999999999955e-06,1.096980000000002065e+01,5.067260000000000338e-06,1.095889999999997144e+01,5.367619999999999779e-06,1.095889999999997144e+01,5.045570000000000042e-06,1.095889999999997144e+01,5.070600000000000207e-06,1.095889999999997144e+01,5.066429999999999873e-06
1.107112999999999836e+01,1.105770000000001119e+01,4.986330000000000420e-06,1.106319999999999482e+01,4.973810000000000411e-06,1.106869999999997844e+01,4.967139999999999677e-06,1.106319999999999482e+01,5.256659999999999744e-06,1.106869999999997844e+01,4.948780000000000246e-06,1.106319999999999482e+01,4.971310000000000011e-06,1.106869999999997844e+01,4.957960000000000385e-06
1.117112999999999801e+01,1.116759999999999309e+01,4.868689999999999798e-06,1.116210000000000946e+01,4.878700000000000401e-06,1.116210000000000946e+01,4.868689999999999798e-06,1.116210000000000946e+01,5.154869999999999995e-06,1.116759999999999309e+01,4.868689999999999798e-06,1.115660000000002583e+01,4.886209999999999759e-06,1.117309999999997672e+01,4.870349999999999880e-06
1.127112999999999765e+01,1.126650000000000773e+01,4.762719999999999862e-06,1.126650000000000773e+01,4.782750000000000075e-06,1.126650000000000773e+01,4.767729999999999667e-06,1.126650000000000773e+01,5.053080000000000246e-06,1.125549999999998363e+01,4.780249999999999675e-06,1.126650000000000773e+01,4.776070000000000335e-06,1.126650000000000773e+01,4.788590000000000344e-06
1.137112999999999730e+01,1.136540000000002237e+01,4.665939999999999918e-06,1.138179999999999836e+01,4.680960000000000326e-06,1.136540000000002237e+01,4.674279999999999740e-06,1.137079999999997426e+01,4.948780000000000246e-06,1.137079999999997426e+01,4.679290000000000391e-06,1.136540000000002237e+01,4.666770000000000382e-06,1.136540000000002237e+01,4.693469999999999636e-06
1.147112999999999694e+01,1.146420000000000528e+01,4.584169999999999683e-06,1.146420000000000528e+01,4.595850000000000221e-06,1.146420000000000528e+01,4.586679999999999935e-06,1.146420000000000528e+01,4.858670000000000188e-06,1.146969999999998890e+01,4.582499999999999748e-06,1.146969999999998890e+01,4.564979999999999787e-06,1.146420000000000528e+01,4.591679999999999887e-06
1.157112999999999658e+01,1.156860000000000355e+01,4.488220000000000203e-06,1.156860000000000355e+01,4.503239999999999764e-06,1.156860000000000355e+01,4.495730000000000407e-06,1.156860000000000355e+01,4.761890000000000244e-06,1.156860000000000355e+01,4.503239999999999764e-06,1.156310000000001992e+01,4.486560000000000121e-06,1.156860000000000355e+01,4.497400000000000342e-06
1.167112999999999623e+01,1.167300000000000182e+01,4.393939999999999811e-06,1.166199999999997772e+01,4.400620000000000398e-06,1.166199999999997772e+01,4.406459999999999820e-06,1.166750000000001819e+01,4.667609999999999853e-06,1.166199999999997772e+01,4.400620000000000398e-06,1.166199999999997772e+01,4.398110000000000146e-06,1.165649999999999409e+01,4.416469999999999577e-06
1.177112999999999587e+01,1.176089999999999236e+01,4.315510000000000293e-06,1.175540000000000873e+01,4.319689999999999633e-06,1.176089999999999236e+01,4.321349999999999715e-06,1.176089999999999236e+01,4.587510000000000399e-06,1.176089999999999236e+01,4.309670000000000024e-06,1.176639999999997599e+01,4.327199999999999837e-06,1.176089999999999236e+01,4.324689999999999585e-06
1.187112999999999552e+01,1.186520000000001573e+01,4.222899999999999836e-06,1.185969999999997526e+01,4.224569999999999771e-06,1.186520000000001573e+01,4.228740000000000106e-06,1.186520000000001573e+01,4.487389999999999738e-06,1.187069999999999936e+01,4.233749999999999910e-06,1.186520000000001573e+01,4.245429999999999602e-06,1.186520000000001573e+01,4.231239999999999658e-06
