1.773870000000000147e+01,1.772090000000002874e+01,1.684680000000000101e-08,1.771550000000002001e+01,1.606210000000000061e-08,1.773739999999997963e+01,1.678839999999999964e-08
1.783870000000000289e+01,1.784730000000001837e+01,1.649619999999999852e-08,1.783629999999999427e+01,1.587849999999999888e-08,1.784179999999997790e+01,1.697200000000000136e-08
1.793870000000000431e+01,1.793520000000000891e+01,1.637100000000000147e-08,1.793520000000000891e+01,1.584509999999999939e-08,1.792970000000002528e+01,1.693859999999999856e-08
1.803870000000000573e+01,1.802859999999998308e+01,1.654630000000000106e-08,1.802859999999998308e+01,1.585350000000000031e-08,1.803410000000002356e+01,1.698030000000000019e-08
1.813870000000000715e+01,1.813839999999999009e+01,1.645450000000000020e-08,1.813839999999999009e+01,1.632929999999999985e-08,1.813839999999999009e+01,1.728089999999999892e-08
1.823870000000000857e+01,1.823180000000002110e+01,1.641269999999999979e-08,1.823730000000000473e+01,1.598699999999999949e-08,1.824279999999998836e+01,1.716400000000000070e-08
1.833870000000000999e+01,1.834170000000000300e+01,1.627920000000000061e-08,1.833620000000001937e+01,1.632929999999999985e-08,1.833069999999997890e+01,1.724749999999999943e-08
1.843870000000001141e+01,1.843509999999997717e+01,1.668820000000000116e-08,1.843509999999997717e+01,1.652960000000000132e-08,1.843509999999997717e+01,1.674659999999999922e-08
1.853870000000001284e+01,1.852839999999997644e+01,1.653790000000000014e-08,1.853390000000001692e+01,1.637930000000000030e-08,1.852839999999997644e+01,1.683010000000000126e-08
1.863870000000001426e+01,1.864379999999999882e+01,1.640440000000000096e-08,1.863830000000001519e+01,1.644609999999999928e-08,1.863279999999997472e+01,1.703039999999999942e-08
1.873870000000001568e+01,1.874270000000001346e+01,1.672989999999999948e-08,1.873169999999998936e+01,1.641269999999999979e-08,1.873169999999998936e+01,1.668820000000000116e-08
1.883870000000001710e+01,1.883609999999998763e+01,1.670490000000000091e-08,1.883609999999998763e+01,1.667150000000000142e-08,1.883609999999998763e+01,1.643780000000000046e-08
1.893870000000001852e+01,1.893489999999997053e+01,1.658799999999999938e-08,1.892939999999998690e+01,1.670490000000000091e-08,1.892939999999998690e+01,1.597029999999999974e-08
1.903870000000001994e+01,1.903379999999998518e+01,1.623740000000000020e-08,1.902830000000000155e+01,1.668820000000000116e-08,1.903930000000002565e+01,1.619569999999999857e-08
1.913870000000002136e+01,1.914920000000000755e+01,1.652120000000000040e-08,1.914370000000002392e+01,1.679669999999999846e-08,1.913819999999998345e+01,1.620400000000000071e-08
1.923870000000002278e+01,1.923709999999999809e+01,1.596200000000000092e-08,1.924259999999998172e+01,1.646279999999999903e-08,1.923709999999999809e+01,1.627920000000000061e-08
1.933870000000002420e+01,1.933039999999999736e+01,1.652120000000000040e-08,1.933039999999999736e+01,1.681340000000000152e-08,1.933039999999999736e+01,1.640440000000000096e-08
1.943870000000002563e+01,1.942930000000001201e+01,1.644609999999999928e-08,1.942930000000001201e+01,1.683840000000000009e-08,1.942930000000001201e+01,1.616229999999999908e-08
1.953870000000002705e+01,1.952819999999996980e+01,1.632089999999999893e-08,1.952819999999996980e+01,1.711390000000000146e-08,1.952819999999996980e+01,1.683010000000000126e-08
1.963870000000002847e+01,1.963260000000002492e+01,1.593690000000000025e-08,1.963260000000002492e+01,1.697200000000000136e-08,1.962709999999998445e+01,1.683840000000000009e-08
