-1.000000000000000000e+01,9.975599999999985812e+00,1.808220000000000028e-08,9.970100000000002183e+00,1.763980000000000023e-08,9.992099999999993543e+00,1.865820000000000160e-08
-9.000000000000000000e+00,2.893250000000000455e+01,1.712229999999999908e-08,2.892149999999998045e+01,1.699699999999999993e-08,2.897090000000002874e+01,1.823250000000000130e-08
-8.000000000000000000e+00,6.584109999999998308e+01,4.344979999999999775e-08,6.581360000000000809e+01,4.325779999999999842e-08,6.593439999999998236e+01,4.391719999999999968e-08
-7.000000000000000000e+00,1.386803999999999633e+02,1.080580000000000005e-07,1.386034999999999968e+02,1.077739999999999961e-07,1.388727000000000089e+02,1.080999999999999952e-07
-6.000000000000000000e+00,2.833539000000000669e+02,6.360030000000000339e-08,2.832001000000000204e+02,6.391750000000000308e-08,2.837438999999999396e+02,6.456860000000000552e-08
-5.000000000000000000e+00,3.549791999999999916e+02,2.369159999999999954e-08,3.549737999999999829e+02,2.342449999999999909e-08,3.549791999999999916e+02,2.428430000000000061e-08
-4.000000000000000000e+00,3.559954999999999927e+02,2.319080000000000144e-08,3.559954999999999927e+02,2.302380000000000067e-08,3.559845000000000255e+02,2.393370000000000142e-08
-3.000000000000000000e+00,3.569952000000000680e+02,2.282349999999999920e-08,3.569843000000000757e+02,2.250629999999999951e-08,3.569897000000000844e+02,2.329090000000000112e-08
-2.000000000000000000e+00,3.579839999999999236e+02,2.239779999999999890e-08,3.579895000000000209e+02,2.177170000000000165e-08,3.580004999999999882e+02,2.239779999999999890e-08
-1.000000000000000000e+00,3.589892999999999574e+02,2.210560000000000109e-08,3.590001999999999498e+02,2.143779999999999891e-08,3.589892999999999574e+02,2.201380000000000023e-08
0.000000000000000000e+00,3.599945000000000164e+02,2.177170000000000165e-08,0.000000000000000000e+00,2.090360000000000131e-08,3.599890000000000327e+02,2.162980000000000155e-08
1.000000000000000000e+00,1.010699999999985721e+00,2.115399999999999871e-08,9.888000000000261025e-01,2.060310000000000137e-08,9.888000000000261025e-01,2.151299999999999881e-08
2.000000000000000000e+00,1.999500000000011823e+00,2.091199999999999892e-08,1.994000000000028194e+00,2.003550000000000097e-08,1.994000000000028194e+00,2.073669999999999933e-08
3.000000000000000000e+00,2.999300000000005184e+00,2.066990000000000035e-08,2.999300000000005184e+00,2.006890000000000046e-08,2.988299999999981083e+00,1.994370000000000011e-08
4.000000000000000000e+00,3.993499999999983174e+00,2.029420000000000050e-08,3.999000000000023647e+00,1.971830000000000128e-08,4.009999999999990905e+00,1.979339999999999908e-08
5.000000000000000000e+00,5.004300000000000637e+00,2.043610000000000060e-08,4.998800000000017008e+00,1.946790000000000057e-08,5.004300000000000637e+00,1.977669999999999934e-08
6.000000000000000000e+00,5.992999999999994998e+00,2.016070000000000132e-08,5.998499999999978627e+00,1.909220000000000072e-08,5.998499999999978627e+00,1.928420000000000006e-08
7.000000000000000000e+00,7.009299999999996089e+00,1.975999999999999959e-08,6.998299999999971988e+00,1.904210000000000148e-08,7.003800000000012460e+00,1.922579999999999869e-08
8.000000000000000000e+00,7.997999999999990450e+00,1.949289999999999914e-08,8.009000000000014552e+00,1.854959999999999889e-08,7.992599999999981719e+00,1.869989999999999991e-08
9.000000000000000000e+00,8.997799999999983811e+00,1.908389999999999859e-08,8.986800000000016553e+00,1.799870000000000155e-08,8.986800000000016553e+00,1.844949999999999921e-08
1.000000000000000000e+01,9.997599999999977172e+00,1.902550000000000053e-08,9.992099999999993543e+00,1.746450000000000064e-08,9.997599999999977172e+00,1.813229999999999952e-08
1.100000000000000000e+01,1.099180000000001201e+01,1.829089999999999936e-08,1.098630000000002838e+01,1.727250000000000131e-08,1.099180000000001201e+01,1.757300000000000125e-08
1.200000000000000000e+01,1.199160000000000537e+01,1.809049999999999910e-08,1.200259999999997262e+01,1.745609999999999972e-08,1.199160000000000537e+01,1.718070000000000045e-08
1.300000000000000000e+01,1.299680000000000746e+01,1.809049999999999910e-08,1.298579999999998336e+01,1.674659999999999922e-08,1.299130000000002383e+01,1.664649999999999954e-08
1.400000000000000000e+01,1.399110000000001719e+01,1.795699999999999993e-08,1.398559999999997672e+01,1.668820000000000116e-08,1.399660000000000082e+01,1.688020000000000050e-08
1.500000000000000000e+01,1.499079999999997881e+01,1.703039999999999942e-08,1.499079999999997881e+01,1.664649999999999954e-08,1.499630000000001928e+01,1.698870000000000111e-08
