0.000000000000000000e+00,0.000000000000000000e+00,2.032759999999999999e-08
2.500000000000000000e-01,2.527000000000043656e-01,2.006049999999999954e-08
5.000000000000000000e-01,5.054000000000087311e-01,2.025249999999999887e-08
7.500000000000000000e-01,7.470999999999889951e-01,1.992700000000000036e-08
1.000000000000000000e+00,9.943000000000097316e-01,2.032759999999999999e-08
1.250000000000000000e+00,1.241499999999973625e+00,2.055299999999999882e-08
1.500000000000000000e+00,1.499599999999986721e+00,2.018569999999999989e-08
1.750000000000000000e+00,1.741300000000023829e+00,1.997700000000000081e-08
2.000000000000000000e+00,1.988499999999987722e+00,1.987690000000000112e-08
2.250000000000000000e+00,2.246699999999975716e+00,1.934260000000000143e-08
2.500000000000000000e+00,2.499399999999980082e+00,1.950120000000000127e-08
2.750000000000000000e+00,2.746600000000000819e+00,1.925080000000000057e-08
3.000000000000000000e+00,2.999300000000005184e+00,1.936769999999999879e-08
3.250000000000000000e+00,3.246500000000025921e+00,1.926750000000000031e-08
3.500000000000000000e+00,3.504599999999982174e+00,1.930089999999999980e-08
3.750000000000000000e+00,3.751800000000002910e+00,1.905880000000000123e-08
4.000000000000000000e+00,3.999000000000023647e+00,1.900880000000000078e-08
4.250000000000000000e+00,4.235200000000020282e+00,1.902550000000000053e-08
4.500000000000000000e+00,4.504399999999975535e+00,1.920909999999999894e-08
4.750000000000000000e+00,4.746100000000012642e+00,1.930930000000000073e-08
5.000000000000000000e+00,4.998800000000017008e+00,1.881680000000000144e-08
5.250000000000000000e+00,5.240499999999997272e+00,1.905049999999999910e-08
5.500000000000000000e+00,5.493200000000001637e+00,1.897540000000000129e-08
5.750000000000000000e+00,5.745799999999974261e+00,1.849120000000000083e-08
6.000000000000000000e+00,5.992999999999994998e+00,1.869989999999999991e-08
6.250000000000000000e+00,6.245699999999999363e+00,1.906719999999999884e-08
6.500000000000000000e+00,6.498400000000003729e+00,1.896700000000000037e-08
6.750000000000000000e+00,6.745600000000024465e+00,1.852460000000000032e-08
7.000000000000000000e+00,7.003800000000012460e+00,1.825749999999999987e-08
7.250000000000000000e+00,7.240000000000009095e+00,1.811559999999999977e-08
7.500000000000000000e+00,7.498199999999997090e+00,1.844110000000000159e-08
7.750000000000000000e+00,7.745400000000017826e+00,1.827419999999999962e-08
8.000000000000000000e+00,7.992599999999981719e+00,1.796529999999999875e-08
