1.077869000000000028e+02,6.016950000000000155e-08,2.877979000000000269e+02,7.481909999999999530e-08
1.077924000000000007e+02,6.043660000000000531e-08,2.877923999999999864e+02,7.565390000000000486e-08
1.077978999999999985e+02,6.041160000000000343e-08,2.877923999999999864e+02,7.648859999999999579e-08
1.077978999999999985e+02,6.111280000000000180e-08,2.877923999999999864e+02,7.657209999999999783e-08
1.077924000000000007e+02,6.108769999999999451e-08,2.877923999999999864e+02,7.668890000000000057e-08
1.078032999999999930e+02,6.047840000000000242e-08,2.877923999999999864e+02,7.583750000000000659e-08
1.077978999999999985e+02,6.021959999999999748e-08,2.877923999999999864e+02,7.550360000000000384e-08
1.077978999999999985e+02,6.011949999999999779e-08,2.877923999999999864e+02,7.578739999999999742e-08
1.077924000000000007e+02,6.077889999999999905e-08,2.877923999999999864e+02,7.646359999999999391e-08
1.077978999999999985e+02,6.090410000000000602e-08,2.877979000000000269e+02,7.585419999999999641e-08
1.077978999999999985e+02,6.083729999999999380e-08,2.877923999999999864e+02,7.677240000000000260e-08
1.077978999999999985e+02,6.108769999999999451e-08,2.877923999999999864e+02,7.622150000000000526e-08
1.077978999999999985e+02,6.091240000000000485e-08,2.877923999999999864e+02,7.643020000000000104e-08
1.077978999999999985e+02,6.148009999999999742e-08,2.877869000000000028e+02,7.723990000000000332e-08
1.077924000000000007e+02,6.186400000000000392e-08,2.877979000000000269e+02,7.671399999999999462e-08
1.077924000000000007e+02,6.132979999999999639e-08,2.877923999999999864e+02,7.660550000000000393e-08
1.077978999999999985e+02,6.112950000000000485e-08,2.877923999999999864e+02,7.623819999999999508e-08
1.077978999999999985e+02,6.106270000000000587e-08,2.877923999999999864e+02,7.742350000000000504e-08
1.077924000000000007e+02,6.186400000000000392e-08,2.877923999999999864e+02,7.649689999999999461e-08
1.077978999999999985e+02,6.131310000000000657e-08,2.877923999999999864e+02,7.738180000000000011e-08
1.077978999999999985e+02,6.165540000000000032e-08,2.877923999999999864e+02,7.603779999999999813e-08
1.077978999999999985e+02,6.133820000000000063e-08,2.877979000000000269e+02,7.663880000000000464e-08
1.077978999999999985e+02,6.093749999999999890e-08,2.877923999999999864e+02,7.677240000000000260e-08
1.077924000000000007e+02,6.176390000000000423e-08,2.877923999999999864e+02,7.683079999999999736e-08
1.077978999999999985e+02,6.110439999999999757e-08,2.877923999999999864e+02,7.691429999999999939e-08
1.077978999999999985e+02,6.163869999999999726e-08,2.877923999999999864e+02,7.608789999999999406e-08
1.077924000000000007e+02,6.115449999999999349e-08,2.877923999999999864e+02,7.664719999999999563e-08
1.077924000000000007e+02,6.144670000000000454e-08,2.877923999999999864e+02,7.749860000000000285e-08
1.077978999999999985e+02,6.282399999999999398e-08,2.877923999999999864e+02,7.816639999999999510e-08
1.077978999999999985e+02,6.156349999999999405e-08,2.877923999999999864e+02,7.728159999999999501e-08
1.077978999999999985e+02,6.169710000000000525e-08,2.877923999999999864e+02,7.698939999999999720e-08
1.077924000000000007e+02,6.178890000000000611e-08,2.877923999999999864e+02,7.759879999999999470e-08
1.077978999999999985e+02,6.203099999999999476e-08,2.877923999999999864e+02,7.674740000000000073e-08
1.077924000000000007e+02,6.180559999999999593e-08,2.877923999999999864e+02,7.708960000000000229e-08
1.077978999999999985e+02,6.026139999999999458e-08,2.877923999999999864e+02,7.637170000000000088e-08
1.077978999999999985e+02,6.107939999999999569e-08,2.877923999999999864e+02,7.704789999999999736e-08
1.077978999999999985e+02,6.135479999999999827e-08,2.877923999999999864e+02,7.780750000000000371e-08
1.077978999999999985e+02,6.146339999999999436e-08,2.877979000000000269e+02,7.711460000000000417e-08
1.077978999999999985e+02,6.122130000000000571e-08,2.877923999999999864e+02,7.592099999999999539e-08
1.077978999999999985e+02,6.016120000000000273e-08,2.877923999999999864e+02,7.592099999999999539e-08
1.077978999999999985e+02,6.071210000000000007e-08,2.877979000000000269e+02,7.596270000000000032e-08
1.077924000000000007e+02,6.132149999999999757e-08,2.877979000000000269e+02,7.663050000000000581e-08
1.077978999999999985e+02,5.968540000000000319e-08,2.877923999999999864e+02,7.600449999999999743e-08
1.077978999999999985e+02,6.023630000000000053e-08,2.877923999999999864e+02,7.519479999999999515e-08
1.077978999999999985e+02,6.141329999999999843e-08,2.877923999999999864e+02,7.718979999999999415e-08
1.077924000000000007e+02,6.176390000000000423e-08,2.877979000000000269e+02,7.803290000000000254e-08
1.077978999999999985e+02,6.137990000000000556e-08,2.877923999999999864e+02,7.689759999999999634e-08
1.077924000000000007e+02,6.163869999999999726e-08,2.877979000000000269e+02,7.702280000000000331e-08
1.077924000000000007e+02,6.279060000000000111e-08,2.877923999999999864e+02,7.794940000000000050e-08
1.077978999999999985e+02,6.155519999999999522e-08,2.877869000000000028e+02,7.840849999999999698e-08
