1.040000000000000000e+02,1.039691000000000258e+02,7.718590000000000032e-07,1.751582395685419083e+09,1.751582396726273060e+09,1.757452990000000051e-06,1.751582395686355829e+09,1.751582395942737103e+09,1.039800999999999931e+02,7.662670000000000150e-07,1.751582606498321056e+09,1.751582607536303520e+09,1.746506999999999904e-06,1.751582606499371052e+09,1.751582606753456116e+09,1.039635999999999854e+02,7.717760000000000414e-07,1.751582818385716915e+09,1.751582819423940897e+09,1.745245530000000025e-06,1.751582818386792898e+09,1.751582818640655041e+09,1.039635999999999854e+02,7.681869999999999687e-07,1.751583031215165377e+09,1.751583032253022432e+09,1.747774720000000008e-06,1.751583031215856075e+09,1.751583031483220577e+09,1.039911000000000172e+02,7.639299999999999856e-07,1.751583245263653517e+09,1.751583246275199890e+09,1.753004539999999939e-06,1.751583245264346361e+09,1.751583245525731325e+09,1.039691000000000258e+02,7.716920000000000520e-07,1.751583459840925694e+09,1.751583460882509708e+09,1.747839290000000031e-06,1.751583459841677904e+09,1.751583460094860315e+09,1.039800999999999931e+02,7.642639999999999937e-07,1.751583676610708237e+09,1.751583677641482592e+09,1.745185159999999991e-06,1.751583676611388922e+09,1.751583676872845888e+09
1.040999999999999943e+02,1.040955000000000155e+02,7.206979999999999860e-07,1.751582397029733658e+09,1.751582397781595469e+09,1.755526449999999984e-06,1.751582397030400753e+09,1.751582397297235250e+09,1.040844999999999914e+02,7.234519999999999854e-07,1.751582607843389750e+09,1.751582608594541788e+09,1.749869850000000076e-06,1.751582607844189882e+09,1.751582608097402573e+09,1.040790000000000077e+02,7.247040000000000286e-07,1.751582819729290485e+09,1.751582820480167866e+09,1.746830320000000028e-06,1.751582819730162621e+09,1.751582819984456301e+09,1.040844999999999914e+02,7.195290000000000104e-07,1.751583032591947556e+09,1.751583033344185352e+09,1.746566679999999976e-06,1.751583032592750788e+09,1.751583032846446276e+09,1.040844999999999914e+02,7.242860000000000311e-07,1.751583246639113903e+09,1.751583247390781403e+09,1.750000480000000021e-06,1.751583246639709949e+09,1.751583246893292189e+09,1.040844999999999914e+02,7.217829999999999722e-07,1.751583461329656601e+09,1.751583462080667019e+09,1.747994700000000080e-06,1.751583461330665827e+09,1.751583461585078716e+09,1.040900000000000318e+02,7.198630000000000185e-07,1.751583677955784082e+09,1.751583678707379341e+09,1.743474509999999982e-06,1.751583677956954956e+09,1.751583678219220638e+09
1.041999999999999886e+02,1.041942999999999984e+02,6.844760000000000472e-07,1.751582398070962906e+09,1.751582398822126865e+09,1.758102029999999899e-06,1.751582398071798325e+09,1.751582398344620466e+09,1.041888000000000147e+02,6.826399999999999770e-07,1.751582608964515924e+09,1.751582609716279745e+09,1.749253560000000020e-06,1.751582608965311289e+09,1.751582609240775585e+09,1.041942999999999984e+02,6.803029999999999475e-07,1.751582820790414810e+09,1.751582821541929960e+09,1.744827730000000012e-06,1.751582820791101217e+09,1.751582821044246197e+09,1.041888000000000147e+02,6.808869999999999745e-07,1.751583033649915695e+09,1.751583034402264595e+09,1.743774760000000065e-06,1.751583033650604486e+09,1.751583033904134512e+09,1.041888000000000147e+02,6.842250000000000008e-07,1.751583247745138884e+09,1.751583248496824026e+09,1.750477279999999969e-06,1.751583247745850801e+09,1.751583247999940634e+09,1.041888000000000147e+02,6.802189999999999582e-07,1.751583462401592731e+09,1.751583463152505398e+09,1.746557360000000049e-06,1.751583462402753115e+09,1.751583462675542116e+09,1.041888000000000147e+02,6.813040000000000503e-07,1.751583679026880264e+09,1.751583679778344393e+09,1.742026599999999938e-06,1.751583679027323484e+09,1.751583679280390739e+09
1.042999999999999829e+02,1.042876999999999725e+02,6.492549999999999993e-07,1.751582399287729263e+09,1.751582400039520979e+09,1.757471179999999966e-06,1.751582399289206982e+09,1.751582399543020248e+09,1.042821999999999889e+02,6.485869999999999830e-07,1.751582610020385265e+09,1.751582610772222281e+09,1.748079970000000017e-06,1.751582610021306515e+09,1.751582610291965961e+09,1.042932000000000130e+02,6.450820000000000056e-07,1.751582821922479630e+09,1.751582822673953056e+09,1.748432620000000021e-06,1.751582821923081160e+09,1.751582822185002565e+09,1.042876999999999725e+02,6.449990000000000438e-07,1.751583034721223116e+09,1.751583035473275900e+09,1.746646939999999951e-06,1.751583034722284794e+09,1.751583034982799768e+09,1.042876999999999725e+02,6.484200000000000319e-07,1.751583248817232609e+09,1.751583249568164110e+09,1.747772789999999995e-06,1.751583248817810059e+09,1.751583249080661774e+09,1.042821999999999889e+02,6.461669999999999918e-07,1.751583463634547472e+09,1.751583464385321379e+09,1.745888879999999986e-06,1.751583463635257483e+09,1.751583463889287949e+09,1.042876999999999725e+02,6.460000000000000406e-07,1.751583680116394043e+09,1.751583680868099213e+09,1.743920170000000049e-06,1.751583680117658377e+09,1.751583680371206045e+09
1.043999999999999773e+02,1.043921000000000276e+02,6.153699999999999841e-07,1.751582400343780041e+09,1.751582401095132351e+09,1.759845190000000100e-06,1.751582400344706774e+09,1.751582400598751545e+09,1.043865999999999872e+02,6.115309999999999985e-07,1.751582611110735416e+09,1.751582611862258673e+09,1.748547330000000026e-06,1.751582611111147404e+09,1.751582611364469528e+09,1.043865999999999872e+02,6.090270000000000179e-07,1.751582822980723619e+09,1.751582823732880116e+09,1.745688339999999918e-06,1.751582822981420755e+09,1.751582823236318111e+09,1.043921000000000276e+02,6.094439999999999878e-07,1.751583035795100927e+09,1.751583036546912670e+09,1.747442299999999908e-06,1.751583035795727730e+09,1.751583036049745560e+09,1.043865999999999872e+02,6.086930000000000097e-07,1.751583249890804768e+09,1.751583250642128944e+09,1.744467340000000095e-06,1.751583249891686440e+09,1.751583250145533800e+09,1.043865999999999872e+02,6.141180000000000467e-07,1.751583464916329384e+09,1.751583465668170929e+09,1.750476490000000068e-06,1.751583464917127371e+09,1.751583465173032284e+09,1.043921000000000276e+02,6.114470000000000091e-07,1.751583681205350637e+09,1.751583681957375765e+09,1.738301759999999973e-06,1.751583681206197023e+09,1.751583681470179081e+09
1.044999999999999716e+02,1.044800000000000182e+02,5.829039999999999632e-07,1.751582401401054144e+09,1.751582402152529716e+09,1.754209280000000071e-06,1.751582401401733160e+09,1.751582401655755997e+09,1.044909999999999854e+02,5.763940000000000459e-07,1.751582612182350636e+09,1.751582612934235811e+09,1.747652850000000077e-06,1.751582612183301210e+09,1.751582612439518929e+09,1.044855000000000018e+02,5.759760000000000484e-07,1.751582824038045883e+09,1.751582824789257526e+09,1.747136030000000011e-06,1.751582824038721085e+09,1.751582824292604685e+09,1.044855000000000018e+02,5.770610000000000346e-07,1.751583036915910244e+09,1.751583037668205261e+09,1.748127260000000037e-06,1.751583036916782141e+09,1.751583037180739880e+09,1.044855000000000018e+02,5.746410000000000434e-07,1.751583250978849888e+09,1.751583251730298042e+09,1.740968290000000102e-06,1.751583250979755402e+09,1.751583251233537674e+09,1.044855000000000018e+02,5.804830000000000503e-07,1.751583466148905754e+09,1.751583466901206017e+09,1.750025720000000099e-06,1.751583466149870157e+09,1.751583466424486637e+09,1.044855000000000018e+02,5.771450000000000240e-07,1.751583682293792248e+09,1.751583683044648409e+09,1.741613119999999925e-06,1.751583682294882059e+09,1.751583682570829391e+09
1.045999999999999659e+02,1.045897999999999683e+02,5.482670000000000482e-07,1.751582402473286152e+09,1.751582403225030899e+09,1.754387090000000060e-06,1.751582402473819971e+09,1.751582402742201328e+09,1.045844000000000165e+02,5.468489999999999755e-07,1.751582613238586903e+09,1.751582613989602327e+09,1.747311330000000001e-06,1.751582613239345074e+09,1.751582613492639303e+09,1.045844000000000165e+02,5.444279999999999567e-07,1.751582825092409849e+09,1.751582825843398094e+09,1.749242530000000031e-06,1.751582825093059301e+09,1.751582825346888542e+09,1.045897999999999683e+02,5.435100000000000275e-07,1.751583037988037586e+09,1.751583038740191936e+09,1.749083479999999908e-06,1.751583037988677263e+09,1.751583038242183208e+09,1.045844000000000165e+02,5.444279999999999567e-07,1.751583252052144527e+09,1.751583252803567171e+09,1.739695450000000059e-06,1.751583252053048849e+09,1.751583252327350378e+09,1.045844000000000165e+02,5.480999999999999912e-07,1.751583467224010229e+09,1.751583467976219654e+09,1.749962049999999953e-06,1.751583467224560738e+09,1.751583467478484154e+09,1.045953000000000088e+02,5.419239999999999761e-07,1.751583683367362022e+09,1.751583684119278431e+09,1.742849689999999900e-06,1.751583683368264198e+09,1.751583683622136831e+09
1.046999999999999602e+02,1.046997000000000071e+02,5.134639999999999979e-07,1.751582403546447277e+09,1.751582404298458338e+09,1.751410759999999935e-06,1.751582403547168970e+09,1.751582403800273418e+09,1.046886999999999830e+02,5.128799999999999709e-07,1.751582614296259642e+09,1.751582615048189640e+09,1.749885310000000041e-06,1.751582614297359943e+09,1.751582614551330805e+09,1.046942000000000235e+02,5.104599999999999797e-07,1.751582826151329756e+09,1.751582826902169943e+09,1.748029260000000085e-06,1.751582826152143717e+09,1.751582826405845404e+09,1.046886999999999830e+02,5.111269999999999684e-07,1.751583039191147804e+09,1.751583039942703247e+09,1.750432489999999912e-06,1.751583039192214012e+09,1.751583039446079254e+09,1.046942000000000235e+02,5.110440000000000067e-07,1.751583253140307426e+09,1.751583253891760588e+09,1.746040539999999983e-06,1.751583253141152143e+09,1.751583253394154549e+09,1.046886999999999830e+02,5.142149999999999760e-07,1.751583468310413599e+09,1.751583469062185764e+09,1.748559379999999904e-06,1.751583468311469078e+09,1.751583468574007988e+09,1.046997000000000071e+02,5.091239999999999471e-07,1.751583684456068277e+09,1.751583685208333969e+09,1.745293619999999982e-06,1.751583684456830025e+09,1.751583684716373444e+09
1.047999999999999545e+02,1.047985999999999649e+02,4.838359999999999658e-07,1.751582404603387594e+09,1.751582405355503082e+09,1.753142439999999997e-06,1.751582404604263306e+09,1.751582404858405590e+09,1.047930999999999813e+02,4.813319999999999852e-07,1.751582615354187727e+09,1.751582616106089830e+09,1.750015030000000073e-06,1.751582615355097294e+09,1.751582615608233452e+09,1.047930999999999813e+02,4.790780000000000234e-07,1.751582827224686623e+09,1.751582827976233721e+09,1.744069320000000047e-06,1.751582827225644112e+09,1.751582827486651659e+09,1.047875999999999976e+02,4.815820000000000040e-07,1.751583040277420759e+09,1.751583041028428555e+09,1.749924190000000047e-06,1.751583040278219938e+09,1.751583040532383204e+09,1.047875999999999976e+02,4.811650000000000340e-07,1.751583254245638132e+09,1.751583254997263193e+09,1.747003810000000017e-06,1.751583254246917486e+09,1.751583254499820709e+09,1.047875999999999976e+02,4.840019999999999952e-07,1.751583469399461031e+09,1.751583470151138783e+09,1.749463190000000028e-06,1.751583469400195837e+09,1.751583469676007509e+09,1.047875999999999976e+02,4.822500000000000203e-07,1.751583685560017347e+09,1.751583686312313080e+09,1.741641089999999954e-06,1.751583685561393499e+09,1.751583685818854809e+09
1.048999999999999488e+02,1.048865000000000123e+02,4.552080000000000088e-07,1.751582405660453320e+09,1.751582406412371397e+09,1.755777590000000009e-06,1.751582405661678791e+09,1.751582405914934158e+09,1.048919999999999959e+02,4.523709999999999947e-07,1.751582616410253286e+09,1.751582617162186384e+09,1.748642939999999991e-06,1.751582616411051512e+09,1.751582616664921999e+09,1.048865000000000123e+02,4.515359999999999743e-07,1.751582828279848814e+09,1.751582829031297445e+09,1.742190420000000000e-06,1.751582828280420065e+09,1.751582828534178019e+09,1.048809999999999718e+02,4.534559999999999809e-07,1.751583041350273609e+09,1.751583042102146626e+09,1.748765950000000034e-06,1.751583041351168394e+09,1.751583041604584694e+09,1.048865000000000123e+02,4.520369999999999866e-07,1.751583255335872173e+09,1.751583256087753296e+09,1.750482740000000081e-06,1.751583255336516380e+09,1.751583255590504169e+09,1.048919999999999959e+02,4.543740000000000160e-07,1.751583470489438295e+09,1.751583471241176367e+09,1.749539020000000026e-06,1.751583470490042686e+09,1.751583470744164944e+09,1.048809999999999718e+02,4.547909999999999859e-07,1.751583686730022430e+09,1.751583687481754541e+09,1.743158799999999935e-06,1.751583686731009960e+09,1.751583686984611273e+09
