2.139039999999999964e+01,5.193070000000000059e-08,2.013959000000000117e+02,5.218949999999999891e-08
2.139039999999999964e+01,5.234809999999999876e-08,2.013848999999999876e+02,5.269869999999999794e-08
2.138489999999999824e+01,5.202250000000000145e-08,2.013848999999999876e+02,5.228129999999999978e-08
2.137940000000000040e+01,5.204760000000000212e-08,2.013738999999999919e+02,5.239810000000000252e-08
2.137389999999999901e+01,5.206429999999999856e-08,2.013628999999999962e+02,5.249830000000000099e-08
2.135739999999999839e+01,5.199749999999999958e-08,2.013519000000000005e+02,5.188059999999999805e-08
2.135190000000000055e+01,5.179710000000000263e-08,2.013519000000000005e+02,5.221450000000000079e-08
2.135190000000000055e+01,5.198910000000000196e-08,2.013353999999999928e+02,5.223119999999999723e-08
2.134090000000000131e+01,5.197239999999999891e-08,2.013245000000000005e+02,5.261520000000000252e-08
2.131899999999999906e+01,5.213099999999999875e-08,2.013025000000000091e+02,5.238149999999999825e-08
2.129149999999999920e+01,5.229800000000000283e-08,2.012804999999999893e+02,5.243150000000000201e-08
2.128049999999999997e+01,5.216439999999999825e-08,2.012860000000000014e+02,5.269869999999999794e-08
2.128600000000000136e+01,5.203919999999999789e-08,2.012804999999999893e+02,5.276539999999999813e-08
2.127499999999999858e+01,5.234809999999999876e-08,2.012694999999999936e+02,5.334970000000000159e-08
2.126399999999999935e+01,5.285729999999999779e-08,2.012476000000000056e+02,5.338310000000000108e-08
2.125309999999999988e+01,5.261520000000000252e-08,2.012420999999999935e+02,5.284060000000000135e-08
2.124210000000000065e+01,5.279049999999999880e-08,2.012201000000000022e+02,5.353340000000000210e-08
2.121460000000000079e+01,5.325790000000000072e-08,2.012091000000000065e+02,5.366690000000000128e-08
2.119810000000000016e+01,5.372540000000000144e-08,2.011925999999999988e+02,5.430130000000000066e-08
2.119810000000000016e+01,5.393409999999999721e-08,2.011925999999999988e+02,5.434309999999999776e-08
2.119810000000000016e+01,5.379220000000000042e-08,2.011760999999999910e+02,5.477710000000000019e-08
2.117610000000000170e+01,5.402589999999999807e-08,2.011707000000000107e+02,5.443489999999999863e-08
2.116519999999999868e+01,5.396749999999999670e-08,2.011486999999999910e+02,5.506929999999999801e-08
2.114870000000000161e+01,5.486060000000000223e-08,2.011376999999999953e+02,5.493570000000000004e-08
2.113769999999999882e+01,5.466860000000000289e-08,2.011211999999999875e+02,5.607929999999999845e-08
2.112120000000000175e+01,5.503589999999999851e-08,2.011101999999999919e+02,5.577050000000000299e-08
2.111570000000000036e+01,5.529469999999999683e-08,2.011157000000000039e+02,5.556180000000000060e-08
2.111019999999999897e+01,5.567029999999999790e-08,2.011047000000000082e+02,5.597919999999999876e-08
2.111019999999999897e+01,5.568700000000000095e-08,2.010883000000000038e+02,5.637150000000000288e-08
2.108279999999999887e+01,5.637980000000000170e-08,2.010773000000000081e+02,5.644660000000000068e-08
2.107179999999999964e+01,5.650500000000000205e-08,2.010663000000000125e+02,5.729800000000000128e-08
2.106629999999999825e+01,5.691410000000000140e-08,2.010608000000000004e+02,5.721459999999999803e-08
2.107179999999999964e+01,5.723130000000000109e-08,2.010663000000000125e+02,5.663860000000000002e-08
2.106080000000000041e+01,5.683059999999999936e-08,2.010552999999999884e+02,5.747329999999999756e-08
2.105529999999999902e+01,5.758190000000000027e-08,2.010442999999999927e+02,5.786570000000000047e-08
2.104429999999999978e+01,5.742320000000000163e-08,2.010332999999999970e+02,5.799919999999999964e-08
2.103879999999999839e+01,5.764030000000000164e-08,2.010332999999999970e+02,5.835820000000000306e-08
2.103879999999999839e+01,5.794079999999999827e-08,2.010332999999999970e+02,5.800759999999999726e-08
2.103879999999999839e+01,5.764030000000000164e-08,2.010332999999999970e+02,5.801590000000000270e-08
2.103330000000000055e+01,5.765699999999999808e-08,2.010278000000000134e+02,5.798250000000000321e-08
2.103330000000000055e+01,5.750669999999999705e-08,2.010332999999999970e+02,5.738149999999999670e-08
2.103879999999999839e+01,5.690569999999999717e-08,2.010278000000000134e+02,5.754010000000000316e-08
2.103330000000000055e+01,5.787399999999999929e-08,2.010223000000000013e+02,5.869209999999999919e-08
2.101679999999999993e+01,5.813279999999999761e-08,2.010167999999999893e+02,5.890070000000000279e-08
2.101679999999999993e+01,5.806599999999999863e-08,2.010004000000000133e+02,5.879219999999999887e-08
2.098939999999999984e+01,5.902590000000000314e-08,2.009619000000000142e+02,6.033650000000000563e-08
2.096189999999999998e+01,6.005269999999999881e-08,2.009564000000000021e+02,6.100429999999999788e-08
2.095639999999999858e+01,6.075380000000000500e-08,2.009508999999999901e+02,6.073719999999999412e-08
2.095090000000000074e+01,6.091240000000000485e-08,2.009454000000000065e+02,6.078719999999999788e-08
2.095090000000000074e+01,6.080390000000000093e-08,2.009454000000000065e+02,6.137150000000000133e-08
