1.640510000000000090e+01,1.638060000000001537e+01,1.284060000000000078e-06,1.637509999999997490e+01,1.194420000000000077e-06,1.638609999999999900e+01,1.193420000000000002e-06,1.638609999999999900e+01,1.197090000000000087e-06,1.638060000000001537e+01,1.200510000000000048e-06,1.638060000000001537e+01,1.198930000000000056e-06,1.639159999999998263e+01,1.202769999999999963e-06,1.637509999999997490e+01,1.198010000000000071e-06,1.638060000000001537e+01,1.277300000000000036e-06,1.638609999999999900e+01,1.264699999999999936e-06,1.638609999999999900e+01,1.264450000000000023e-06,1.639159999999998263e+01,1.264360000000000080e-06,1.638609999999999900e+01,1.264859999999999906e-06,1.640260000000000673e+01,1.251180000000000064e-06,1.639159999999998263e+01,1.264109999999999955e-06,1.639159999999998263e+01,1.260770000000000086e-06,1.639710000000002310e+01,1.254930000000000028e-06,1.639710000000002310e+01,1.260019999999999923e-06,1.639710000000002310e+01,1.253599999999999949e-06,1.639159999999998263e+01,1.263110000000000092e-06,1.639710000000002310e+01,1.253180000000000002e-06,1.639159999999998263e+01,1.254259999999999956e-06,1.639710000000002310e+01,1.254099999999999987e-06,1.639710000000002310e+01,1.258599999999999901e-06,1.639710000000002310e+01,1.255349999999999975e-06,1.639710000000002310e+01,1.255600000000000099e-06,1.639159999999998263e+01,1.254679999999999903e-06,1.639710000000002310e+01,1.252590000000000022e-06,1.640260000000000673e+01,1.257849999999999951e-06,1.638609999999999900e+01,1.260189999999999957e-06
1.650510000000000232e+01,1.649599999999998090e+01,1.230309999999999957e-06,1.650150000000002137e+01,1.138169999999999980e-06,1.650150000000002137e+01,1.139590000000000002e-06,1.649599999999998090e+01,1.148100000000000070e-06,1.650150000000002137e+01,1.144679999999999898e-06,1.651249999999998863e+01,1.142590000000000016e-06,1.650150000000002137e+01,1.153939999999999916e-06,1.650150000000002137e+01,1.201679999999999945e-06,1.650150000000002137e+01,1.218289999999999986e-06,1.650700000000000500e+01,1.206519999999999927e-06,1.649599999999998090e+01,1.210530000000000080e-06,1.649599999999998090e+01,1.214289999999999897e-06,1.649599999999998090e+01,1.212949999999999966e-06,1.650700000000000500e+01,1.200680000000000081e-06,1.650150000000002137e+01,1.212619999999999962e-06,1.650150000000002137e+01,1.209610000000000096e-06,1.650150000000002137e+01,1.206189999999999924e-06,1.650150000000002137e+01,1.211359999999999910e-06,1.649599999999998090e+01,1.209610000000000096e-06,1.650150000000002137e+01,1.208859999999999934e-06,1.650150000000002137e+01,1.204519999999999989e-06,1.649599999999998090e+01,1.204189999999999985e-06,1.649049999999999727e+01,1.207279999999999942e-06,1.649599999999998090e+01,1.211109999999999997e-06,1.650700000000000500e+01,1.204019999999999951e-06,1.650150000000002137e+01,1.205610000000000007e-06,1.650150000000002137e+01,1.204690000000000023e-06,1.650150000000002137e+01,1.203770000000000038e-06,1.650700000000000500e+01,1.208439999999999987e-06,1.649599999999998090e+01,1.206440000000000048e-06
1.660510000000000375e+01,1.660030000000000427e+01,1.178730000000000021e-06,1.660030000000000427e+01,1.095099999999999900e-06,1.659480000000002065e+01,1.098610000000000015e-06,1.659480000000002065e+01,1.104450000000000073e-06,1.660579999999998790e+01,1.099530000000000000e-06,1.658940000000001191e+01,1.105200000000000023e-06,1.660030000000000427e+01,1.110629999999999987e-06,1.660030000000000427e+01,1.128739999999999928e-06,1.658940000000001191e+01,1.178229999999999983e-06,1.658389999999997144e+01,1.168130000000000071e-06,1.660030000000000427e+01,1.164210000000000073e-06,1.660579999999998790e+01,1.165209999999999937e-06,1.660579999999998790e+01,1.162539999999999927e-06,1.659480000000002065e+01,1.159790000000000038e-06,1.660030000000000427e+01,1.167210000000000087e-06,1.659480000000002065e+01,1.165130000000000058e-06,1.660579999999998790e+01,1.157450000000000031e-06,1.660030000000000427e+01,1.165709999999999974e-06,1.659480000000002065e+01,1.163710000000000036e-06,1.660030000000000427e+01,1.162869999999999930e-06,1.660579999999998790e+01,1.156860000000000050e-06,1.659480000000002065e+01,1.159279999999999936e-06,1.660030000000000427e+01,1.160369999999999954e-06,1.659480000000002065e+01,1.164289999999999952e-06,1.660030000000000427e+01,1.160039999999999951e-06,1.658940000000001191e+01,1.164129999999999983e-06,1.659480000000002065e+01,1.159279999999999936e-06,1.659480000000002065e+01,1.159700000000000094e-06,1.658940000000001191e+01,1.167800000000000068e-06,1.659480000000002065e+01,1.161449999999999908e-06
1.670510000000000517e+01,1.670470000000000255e+01,1.127240000000000027e-06,1.669920000000001892e+01,1.053209999999999992e-06,1.669920000000001892e+01,1.052539999999999921e-06,1.670470000000000255e+01,1.057879999999999941e-06,1.669920000000001892e+01,1.059220000000000084e-06,1.669920000000001892e+01,1.060130000000000004e-06,1.669369999999997844e+01,1.067639999999999997e-06,1.669920000000001892e+01,1.067639999999999997e-06,1.669920000000001892e+01,1.126650000000000047e-06,1.670470000000000255e+01,1.116549999999999923e-06,1.670470000000000255e+01,1.115220000000000056e-06,1.669369999999997844e+01,1.124570000000000017e-06,1.669920000000001892e+01,1.117969999999999945e-06,1.670470000000000255e+01,1.110629999999999987e-06,1.670470000000000255e+01,1.118139999999999979e-06,1.669920000000001892e+01,1.115129999999999901e-06,1.670470000000000255e+01,1.110959999999999990e-06,1.669920000000001892e+01,1.118559999999999926e-06,1.670470000000000255e+01,1.112880000000000050e-06,1.671019999999998618e+01,1.112880000000000050e-06,1.669920000000001892e+01,1.113630000000000000e-06,1.670470000000000255e+01,1.108960000000000052e-06,1.669920000000001892e+01,1.113129999999999963e-06,1.669920000000001892e+01,1.117469999999999907e-06,1.670470000000000255e+01,1.112380000000000012e-06,1.669920000000001892e+01,1.115970000000000007e-06,1.670470000000000255e+01,1.111130000000000024e-06,1.670470000000000255e+01,1.111879999999999975e-06,1.669920000000001892e+01,1.114720000000000019e-06,1.669369999999997844e+01,1.116640000000000078e-06
1.680510000000000659e+01,1.680360000000001719e+01,1.009389999999999961e-06,1.680360000000001719e+01,1.008889999999999924e-06,1.680360000000001719e+01,1.010139999999999912e-06,1.679809999999997672e+01,1.016650000000000041e-06,1.680360000000001719e+01,1.014810000000000072e-06,1.679809999999997672e+01,1.017570000000000025e-06,1.680360000000001719e+01,1.021319999999999989e-06,1.680360000000001719e+01,1.023329999999999992e-06,1.680360000000001719e+01,1.078160000000000067e-06,1.679809999999997672e+01,1.072650000000000013e-06,1.680910000000000082e+01,1.070150000000000037e-06,1.679809999999997672e+01,1.078999999999999961e-06,1.680910000000000082e+01,1.068649999999999924e-06,1.680360000000001719e+01,1.066890000000000046e-06,1.679809999999997672e+01,1.073989999999999944e-06,1.679809999999997672e+01,1.072899999999999926e-06,1.680360000000001719e+01,1.068310000000000068e-06,1.679809999999997672e+01,1.076240000000000007e-06,1.679809999999997672e+01,1.070899999999999987e-06,1.679809999999997672e+01,1.072490000000000043e-06,1.680360000000001719e+01,1.065310000000000055e-06,1.679809999999997672e+01,1.067060000000000080e-06,1.680360000000001719e+01,1.066309999999999918e-06,1.680910000000000082e+01,1.068979999999999928e-06,1.680910000000000082e+01,1.066479999999999952e-06,1.680360000000001719e+01,1.070229999999999916e-06,1.680910000000000082e+01,1.068310000000000068e-06,1.680360000000001719e+01,1.066309999999999918e-06,1.680360000000001719e+01,1.068150000000000098e-06,1.679809999999997672e+01,1.069309999999999932e-06
1.690510000000000801e+01,1.690800000000001546e+01,9.645710000000000946e-07,1.690249999999997499e+01,9.672410000000001046e-07,1.689699999999999136e+01,9.691609999999999524e-07,1.690249999999997499e+01,9.689110000000000395e-07,1.690249999999997499e+01,9.722490000000000658e-07,1.690249999999997499e+01,9.739179999999999731e-07,1.690249999999997499e+01,9.769229999999999129e-07,1.690249999999997499e+01,1.020070000000000001e-06,1.690249999999997499e+01,1.031840000000000060e-06,1.689699999999999136e+01,1.028499999999999978e-06,1.690800000000001546e+01,1.026330000000000006e-06,1.690249999999997499e+01,1.033090000000000048e-06,1.690249999999997499e+01,1.026670000000000074e-06,1.690249999999997499e+01,1.022160000000000095e-06,1.689699999999999136e+01,1.031340000000000022e-06,1.689699999999999136e+01,1.027169999999999900e-06,1.690249999999997499e+01,1.023080000000000079e-06,1.690800000000001546e+01,1.025659999999999934e-06,1.690800000000001546e+01,1.023159999999999958e-06,1.690249999999997499e+01,1.025250000000000052e-06,1.690249999999997499e+01,1.021490000000000023e-06,1.690249999999997499e+01,1.021070000000000077e-06,1.690800000000001546e+01,1.020410000000000069e-06,1.689699999999999136e+01,1.027920000000000062e-06,1.690800000000001546e+01,1.021070000000000077e-06,1.689150000000000773e+01,1.030000000000000091e-06,1.690249999999997499e+01,1.028580000000000069e-06,1.690249999999997499e+01,1.022410000000000008e-06,1.690249999999997499e+01,1.022910000000000045e-06,1.689699999999999136e+01,1.023329999999999992e-06
1.700510000000000943e+01,1.699579999999997426e+01,9.271799999999999684e-07,1.700679999999999836e+01,9.255940000000000229e-07,1.700130000000001473e+01,9.274299999999999872e-07,1.699579999999997426e+01,9.304350000000000329e-07,1.700679999999999836e+01,9.293500000000000467e-07,1.700130000000001473e+01,9.319369999999999891e-07,1.699579999999997426e+01,9.363610000000000292e-07,1.700130000000001473e+01,9.915280000000000891e-07,1.700130000000001473e+01,9.886909999999999161e-07,1.700130000000001473e+01,9.817639999999999230e-07,1.700130000000001473e+01,9.829319999999999769e-07,1.700130000000001473e+01,9.892749999999999431e-07,1.699579999999997426e+01,9.856030000000000145e-07,1.699579999999997426e+01,9.815959999999999443e-07,1.700130000000001473e+01,9.866879999999998948e-07,1.699579999999997426e+01,9.834330000000000420e-07,1.699579999999997426e+01,9.820970000000000094e-07,1.700130000000001473e+01,9.858529999999999274e-07,1.699579999999997426e+01,9.832660000000000909e-07,1.699579999999997426e+01,9.842669999999999819e-07,1.700130000000001473e+01,9.773399999999999887e-07,1.699579999999997426e+01,9.795099999999999612e-07,1.700130000000001473e+01,9.786749999999999938e-07,1.699579999999997426e+01,9.880229999999998998e-07,1.700679999999999836e+01,9.796769999999999123e-07,1.700130000000001473e+01,9.843509999999999713e-07,1.700679999999999836e+01,9.851849999999999111e-07,1.699579999999997426e+01,9.810959999999999067e-07,1.700130000000001473e+01,9.791760000000000589e-07,1.699579999999997426e+01,9.841000000000000307e-07
1.710510000000001085e+01,1.710570000000001301e+01,8.877029999999999650e-07,1.709469999999998890e+01,8.892050000000000271e-07,1.710019999999997253e+01,8.882869999999999920e-07,1.709469999999998890e+01,8.897899999999999757e-07,1.710019999999997253e+01,8.925439999999999751e-07,1.709469999999998890e+01,8.941289999999999989e-07,1.710019999999997253e+01,8.893719999999999782e-07,1.710019999999997253e+01,9.485460000000000024e-07,1.708920000000000528e+01,9.487129999999999535e-07,1.710019999999997253e+01,9.414519999999999522e-07,1.709469999999998890e+01,9.437889999999999817e-07,1.709469999999998890e+01,9.421199999999999685e-07,1.710019999999997253e+01,9.414519999999999522e-07,1.710019999999997253e+01,9.383640000000000505e-07,1.708920000000000528e+01,9.477110000000000349e-07,1.710019999999997253e+01,9.421199999999999685e-07,1.709469999999998890e+01,9.405340000000000230e-07,1.709469999999998890e+01,9.448739999999999679e-07,1.708920000000000528e+01,9.435380000000000412e-07,1.710019999999997253e+01,9.420359999999999791e-07,1.708920000000000528e+01,9.407840000000000418e-07,1.709469999999998890e+01,9.392819999999999798e-07,1.709469999999998890e+01,9.376129999999999666e-07,1.710019999999997253e+01,9.427039999999999954e-07,1.710019999999997253e+01,9.393650000000000474e-07,1.710019999999997253e+01,9.427869999999999572e-07,1.710570000000001301e+01,9.417859999999999604e-07,1.710019999999997253e+01,9.413679999999999628e-07,1.710019999999997253e+01,9.379469999999999747e-07,1.710019999999997253e+01,9.395319999999999985e-07
1.720510000000001227e+01,1.719909999999998718e+01,8.556540000000000200e-07,1.721010000000001128e+01,8.456390000000000193e-07,1.721010000000001128e+01,8.470569999999999861e-07,1.719909999999998718e+01,8.498949999999999748e-07,1.719909999999998718e+01,8.528160000000000312e-07,1.720460000000002765e+01,8.527329999999999636e-07,1.719909999999998718e+01,8.496449999999999560e-07,1.719909999999998718e+01,9.065650000000000184e-07,1.719909999999998718e+01,9.030600000000000409e-07,1.719909999999998718e+01,9.013910000000000278e-07,1.720460000000002765e+01,8.987199999999999902e-07,1.721559999999999491e+01,8.947139999999999475e-07,1.719909999999998718e+01,9.004729999999999927e-07,1.720460000000002765e+01,8.957150000000000503e-07,1.720460000000002765e+01,9.024760000000000140e-07,1.719909999999998718e+01,8.996380000000000253e-07,1.720460000000002765e+01,8.968000000000000365e-07,1.721010000000001128e+01,8.995540000000000359e-07,1.720460000000002765e+01,8.986360000000000008e-07,1.719909999999998718e+01,8.962160000000000096e-07,1.719909999999998718e+01,8.984690000000000497e-07,1.720460000000002765e+01,8.963829999999999607e-07,1.720460000000002765e+01,8.958820000000000014e-07,1.720460000000002765e+01,8.999720000000000334e-07,1.720460000000002765e+01,8.978019999999999551e-07,1.719909999999998718e+01,9.021420000000000059e-07,1.719909999999998718e+01,9.035610000000000002e-07,1.719909999999998718e+01,9.035610000000000002e-07,1.720460000000002765e+01,8.951310000000000233e-07,1.720460000000002765e+01,8.975510000000000146e-07
1.730510000000001369e+01,1.729800000000000182e+01,8.176789999999999727e-07,1.730349999999998545e+01,8.118369999999999658e-07,1.729800000000000182e+01,8.132559999999999602e-07,1.730349999999998545e+01,8.160099999999999596e-07,1.730349999999998545e+01,8.154260000000000385e-07,1.730349999999998545e+01,8.145080000000000034e-07,1.730349999999998545e+01,8.108359999999999690e-07,1.730900000000002592e+01,8.653350000000000125e-07,1.730349999999998545e+01,8.624139999999999561e-07,1.730349999999998545e+01,8.589920000000000463e-07,1.730900000000002592e+01,8.564889999999999874e-07,1.730349999999998545e+01,8.584080000000000194e-07,1.730349999999998545e+01,8.619969999999999862e-07,1.730349999999998545e+01,8.585749999999999705e-07,1.730900000000002592e+01,8.592429999999999868e-07,1.729800000000000182e+01,8.604110000000000407e-07,1.729800000000000182e+01,8.579069999999999542e-07,1.730349999999998545e+01,8.627479999999999642e-07,1.729800000000000182e+01,8.602439999999999836e-07,1.729800000000000182e+01,8.579069999999999542e-07,1.729800000000000182e+01,8.587420000000000275e-07,1.730349999999998545e+01,8.559040000000000388e-07,1.730349999999998545e+01,8.559040000000000388e-07,1.730349999999998545e+01,8.601610000000000219e-07,1.730349999999998545e+01,8.602439999999999836e-07,1.730349999999998545e+01,8.609120000000000000e-07,1.730349999999998545e+01,8.630819999999999724e-07,1.729800000000000182e+01,8.640839999999999969e-07,1.730900000000002592e+01,8.539010000000000174e-07,1.730349999999998545e+01,8.569059999999999573e-07
